Date,Open,High,Low,Close,Volume
2022-03-25,173.88,175.15,172.70,174.72,78336600
2022-03-28,174.24,176.82,173.33,175.60,92964300
2022-03-29,178.55,179.61,176.70,178.96,100589400
2022-03-30,178.33,179.28,176.22,177.77,88710200
2022-03-31,177.84,179.23,177.26,177.44,96046400
2022-04-01,177.50,178.49,176.66,177.84,78751300
2022-04-04,177.68,178.61,176.28,178.44,79302900
2022-04-05,176.73,178.99,176.13,177.75,84922400
2022-04-06,176.14,177.25,174.27,174.31,83185400
2022-04-07,174.57,176.20,173.35,174.14,80576800
2022-04-08,174.49,175.48,172.21,174.30,82813300
2022-04-11,173.03,174.22,171.33,171.83,86252000
2022-04-12,172.83,174.61,171.83,172.14,84922400
2022-04-13,173.03,175.96,172.14,175.72,88063200
2022-04-14,175.05,175.63,173.80,175.06,77594700
2022-04-18,166.98,167.86,165.91,166.59,96350000
2022-04-19,167.04,169.48,166.68,167.40,96087400
2022-04-20,166.98,167.42,163.64,165.07,91791400
2022-04-21,165.72,167.36,164.42,165.38,94264200
2022-04-22,164.35,166.38,162.73,163.18,85552300
2022-04-25,162.09,163.59,158.93,162.88,133047700
2022-04-26,161.12,163.12,157.82,156.80,131577900
2022-04-27,155.91,159.79,155.38,156.57,115366700
2022-04-28,159.25,164.52,158.93,163.64,131021000
2022-04-29,161.84,166.20,157.25,157.65,160117400
2022-05-02,156.71,159.40,156.32,157.96,123055300
2022-05-03,158.15,160.71,156.32,159.48,88966500
2022-05-04,159.67,166.48,159.26,166.02,130216800
2022-05-05,163.85,164.08,154.95,156.77,130525300
2022-05-06,156.01,159.44,154.18,157.28,116124600
2022-05-09,154.93,155.83,151.49,152.06,131577900
2022-05-10,155.52,156.74,152.93,154.51,115366700
2022-05-11,153.50,155.45,145.81,146.50,142689800
2022-05-12,142.77,146.20,138.80,142.56,182602000
2022-05-13,147.01,149.07,145.81,147.11,113990900
2022-05-16,145.55,147.52,144.18,145.54,96970100
2022-05-17,148.86,149.77,146.68,149.24,88071200
2022-05-18,146.85,147.36,139.90,140.82,109742900
2022-05-19,139.88,141.66,136.30,137.35,136095600
2022-05-20,139.09,140.70,132.61,137.59,137426100
2022-05-23,137.79,143.26,137.65,143.11,116726400
2022-05-24,140.81,141.97,137.33,140.36,104956000
2022-05-25,138.43,141.79,138.34,140.52,91528700
2022-05-26,137.39,144.34,137.14,143.78,90601000
2022-05-27,145.39,149.68,145.25,149.64,90978500
2022-05-31,149.07,150.66,146.84,148.84,103718400
2022-06-01,149.90,151.74,147.68,148.71,74286600
2022-06-02,147.83,151.27,146.86,151.21,72348100
2022-06-03,146.90,147.97,144.46,145.38,88966500
2022-06-06,147.03,148.57,144.90,146.14,71598400
2022-06-07,144.35,149.05,144.10,148.71,67808300
2022-06-08,148.58,149.87,147.46,147.96,53950200
2022-06-09,147.08,147.95,142.53,142.64,74286600
2022-06-10,140.28,140.76,137.06,137.13,93622400
2022-06-13,132.87,135.10,131.44,131.88,122551500
2022-06-14,132.13,134.40,131.33,132.76,109742900
2022-06-15,134.59,137.06,133.35,135.43,91337600
2022-06-16,132.35,133.04,129.64,130.06,108123900
2022-06-17,131.25,133.51,130.46,131.56,96917500
2022-06-21,135.28,137.06,133.77,135.87,76678400
2022-06-22,134.79,137.76,133.91,135.35,74166700
2022-06-23,136.82,138.59,135.63,138.27,72348100
2022-06-24,139.90,141.91,139.77,141.66,82278300
2022-06-27,142.70,144.42,141.67,141.66,68711000
2022-06-28,142.13,143.42,140.97,142.83,71447400
2022-06-29,142.13,144.12,141.06,142.65,67808300
2022-06-30,141.37,141.91,136.93,136.72,98931900
2022-07-01,136.04,139.03,135.67,138.93,71447400
2022-07-05,137.77,141.61,136.93,141.56,73353800
2022-07-06,142.99,144.24,141.07,142.92,70207900
2022-07-07,143.75,146.55,143.52,146.35,67808300
2022-07-08,145.26,147.55,145.00,147.04,61746300
2022-07-11,145.67,146.64,143.78,144.87,71656200
2022-07-12,145.76,148.45,145.05,145.86,78140700
2022-07-13,142.99,146.45,142.12,145.49,71285000
2022-07-14,144.08,148.95,143.25,148.47,78617800
2022-07-15,149.78,150.86,148.20,150.17,76138300
2022-07-18,150.74,151.57,146.70,147.07,105406900
2022-07-19,147.92,151.23,146.91,151.00,82311700
2022-07-20,151.19,153.72,150.37,153.04,78369400
2022-07-21,154.50,155.57,153.41,155.35,96223400
2022-07-22,154.51,156.28,153.60,154.09,73409200
2022-07-25,154.01,155.04,152.28,152.95,71027100
2022-07-26,152.26,153.09,150.80,151.60,78967500
2022-07-27,152.58,157.33,152.16,156.79,101786900
2022-07-28,156.98,157.64,155.56,157.35,81378700
2022-07-29,162.13,163.63,159.50,162.51,101194400
2022-08-01,161.01,163.59,160.89,161.51,67829400
2022-08-02,160.10,160.58,157.72,160.01,59907000
2022-08-03,160.84,166.59,160.75,166.13,82507500
2022-08-04,166.01,167.19,164.43,165.81,69023900
2022-08-05,163.21,165.85,163.04,165.35,56697000
2022-08-08,166.37,167.81,164.20,164.87,60276900
2022-08-09,165.49,167.04,164.45,164.92,63135500
2022-08-10,169.82,169.86,164.77,169.24,70170500
2022-08-11,170.06,170.99,168.19,168.49,57149200
2022-08-12,169.09,172.13,168.87,172.10,68039400
2022-08-15,171.52,173.39,171.35,173.19,54091700
2022-08-16,172.78,173.71,171.66,173.03,56377100
2022-08-17,172.77,176.15,172.57,174.55,79542000
2022-08-18,174.32,174.71,173.08,174.15,62290100
2022-08-19,173.03,173.74,171.31,171.52,70346000
2022-08-22,169.69,169.86,167.14,167.57,69316000
2022-08-23,167.08,168.71,166.65,167.23,54147100
2022-08-24,167.32,168.11,166.25,167.53,53841500
2022-08-25,168.78,170.14,168.35,170.03,51218200
2022-08-26,170.57,171.05,163.56,163.62,78961300
2022-08-29,161.15,162.90,159.82,161.38,73314000
2022-08-30,162.13,162.56,157.72,158.91,77906200
2022-08-31,160.31,160.58,157.14,157.22,87991100
2022-09-01,156.64,158.42,154.67,157.96,74229900
2022-09-02,159.75,160.36,154.97,155.81,76905200
2022-09-06,156.47,157.09,153.61,154.53,73715700
2022-09-07,154.83,156.67,153.61,155.96,87449600
2022-09-08,154.65,156.36,152.68,154.46,84923800
2022-09-09,155.47,157.82,154.75,157.37,68028700
2022-09-12,159.59,164.26,159.30,163.43,104956000
2022-09-13,159.90,160.54,153.37,153.84,123047700
2022-09-14,154.79,157.10,153.61,155.31,87613700
2022-09-15,154.65,155.57,151.94,152.37,90481100
2022-09-16,151.21,151.35,148.37,150.70,162151000
2022-09-19,149.31,154.56,149.10,154.48,101616200
2022-09-20,153.40,158.08,153.08,156.90,96185500
2022-09-21,157.34,158.74,153.60,153.72,91185500
2022-09-22,152.38,154.47,150.91,152.74,86652500
2022-09-23,151.19,151.47,148.56,150.43,96904000
2022-09-26,150.23,152.46,150.00,150.77,89007100
2022-09-27,152.74,154.72,149.95,151.76,82278300
2022-09-28,147.64,150.64,146.00,149.84,106765600
2022-09-29,146.10,147.95,145.46,146.10,88959400
2022-09-30,144.07,146.72,143.01,146.21,95017600
2022-10-03,145.81,147.54,145.22,146.40,80379300
2022-10-04,147.07,149.95,146.19,146.10,87120300
2022-10-05,144.07,147.38,143.01,146.40,79471100
2022-10-06,145.81,147.54,145.22,145.43,68711000
2022-10-07,142.54,143.10,139.45,140.09,85516500
2022-10-10,140.42,141.89,138.22,140.42,74899000
2022-10-11,139.90,141.35,138.22,138.98,76378900
2022-10-12,139.13,140.36,137.69,138.34,78961300
2022-10-13,142.99,143.59,138.16,142.99,113990900
2022-10-14,141.07,141.92,139.63,138.38,92964300
2022-10-17,141.07,142.90,140.27,142.41,87185500
2022-10-18,143.16,144.90,141.70,143.75,83737200
2022-10-19,141.69,144.95,141.51,143.86,64522000
2022-10-20,143.02,145.89,142.65,143.39,71656200
2022-10-21,141.69,144.38,141.50,143.39,64522000
2022-10-24,146.10,147.37,145.00,146.92,58724100
2022-10-25,147.92,148.78,145.76,147.92,66485200
2022-10-26,148.54,149.13,147.26,148.69,53841500
2022-10-27,148.07,149.05,144.13,144.80,106765600
2022-10-28,148.20,157.50,147.82,155.74,164762400
2022-11-01,155.08,155.45,149.13,150.65,80379300
2022-11-02,148.95,152.17,145.00,145.03,93770300
2022-11-03,142.06,142.80,138.75,138.88,97918500
2022-11-04,142.09,142.67,134.38,138.38,140814800
2022-11-07,137.11,139.15,135.67,138.92,83474400
2022-11-08,139.50,141.43,137.49,139.50,74286600
2022-11-09,138.50,138.55,134.44,134.87,78140700
2022-11-10,141.24,146.87,139.50,146.87,118854000
2022-11-11,145.67,150.00,144.37,149.70,93251400
2022-11-14,148.97,150.28,147.43,148.28,73353800
2022-11-15,152.35,153.16,148.56,150.04,89007100
2022-11-16,149.13,149.87,147.68,148.79,61746300
2022-11-17,148.21,149.75,147.05,150.72,74166700
2022-11-18,151.29,151.83,149.92,151.29,58340400
2022-11-21,150.23,151.07,147.68,148.01,50672100
2022-11-22,148.13,150.42,147.26,150.18,51029700
2022-11-23,149.45,151.83,149.34,151.07,58724100
2022-11-25,148.13,148.50,147.22,148.11,35195600
2022-11-28,145.14,147.80,145.00,144.22,69071500
2022-11-29,144.29,145.96,143.25,141.17,83763800
2022-11-30,141.4,148.43,140.35,148.03,96350000
2022-12-01,148.21,149.13,146.61,148.31,71027100
2022-12-02,145.96,147.40,145.66,147.81,65447400
2022-12-05,147.77,150.92,145.77,146.63,68826400
2022-12-06,142.78,145.99,141.70,142.91,69688900
2022-12-07,142.19,143.37,140.94,140.94,59907000
2022-12-08,142.36,143.52,141.10,142.65,60276900
2022-12-09,144.29,145.14,141.19,142.16,70170500
2022-12-12,142.16,144.49,141.08,144.49,68711000
2022-12-13,147.14,147.92,143.12,145.47,96418800
2022-12-14,145.68,147.40,145.13,143.21,80440800
2022-12-15,142.36,142.74,140.55,136.50,98931900
2022-12-16,136.69,137.76,133.77,134.51,160117400
2022-12-19,135.12,135.17,131.27,132.37,79027600
2022-12-20,132.16,133.50,129.64,132.30,77852100
2022-12-21,131.39,133.99,130.40,135.87,86185500
2022-12-22,134.35,134.56,129.89,132.23,78745600
2022-12-23,131.12,131.99,129.12,131.86,63814900
2022-12-27,130.26,131.27,128.12,130.03,69007100
2022-12-28,129.67,131.03,125.87,126.04,104956000
2022-12-29,127.99,130.48,127.73,129.61,75703700
2022-12-30,128.41,129.95,127.43,129.93,76138300
2023-01-03,130.28,130.90,124.17,125.07,112117500
2023-01-04,126.89,128.66,125.08,126.36,89113600
2023-01-05,127.13,127.77,124.76,125.02,80962700
2023-01-06,126.01,130.29,124.89,129.62,87754700
2023-01-09,130.47,133.41,129.89,130.15,70790800
2023-01-10,130.26,131.26,128.12,130.73,63896200
2023-01-11,131.25,133.51,130.46,133.49,69458900
2023-01-12,133.88,134.26,131.44,133.41,71379600
2023-01-13,132.03,134.92,131.66,134.76,57809700
2023-01-17,134.83,137.29,134.13,135.94,63646600
2023-01-18,136.03,138.61,135.11,135.21,69672800
2023-01-19,135.27,136.30,133.77,135.27,58280300
2023-01-20,135.28,137.43,134.92,137.87,60903800
2023-01-23,138.11,143.315,137.90,141.11,82823300
2023-01-24,140.31,143.16,140.30,142.53,65799300
2023-01-25,140.89,142.43,138.81,141.86,65799300
2023-01-26,143.17,144.25,141.90,143.96,54105100
2023-01-27,143.16,147.23,143.08,145.93,70555800
2023-01-30,144.96,146.30,143.08,143.00,64015300
2023-01-31,142.70,144.34,142.28,144.29,65874500
2023-02-01,143.97,146.61,143.90,145.43,77663600
2023-02-02,148.90,150.05,147.33,150.82,118339000
2023-02-03,150.09,151.48,148.50,154.50,138871700
2023-02-06,153.13,153.25,150.85,151.73,69858500
2023-02-07,150.96,155.08,150.82,154.65,83322600
2023-02-08,153.88,154.58,151.17,151.92,60549600
2023-02-09,150.89,154.56,150.33,150.87,58867200
2023-02-10,149.46,151.34,149.22,151.01,58413600
2023-02-13,150.94,152.27,150.45,153.85,58114100
2023-02-14,153.11,153.90,150.81,153.20,62199000
2023-02-15,152.23,153.10,150.86,155.33,98931900
2023-02-16,153.71,156.14,153.05,153.71,61707600
2023-02-17,152.15,153.36,150.86,152.55,68972800
2023-02-21,148.48,151.04,147.68,148.48,69467200
2023-02-22,148.87,149.95,147.16,148.91,55469600
2023-02-23,150.09,150.34,147.24,149.40,50547000
2023-02-24,147.11,147.19,145.72,146.71,55556200
2023-02-27,147.71,150.18,147.05,147.92,44998500
2023-02-28,147.05,149.08,146.83,147.41,48394200
2023-03-01,146.83,147.23,145.01,145.31,55479000
2023-03-02,144.38,146.71,143.90,145.91,52238100
2023-03-03,148.045,151.11,147.33,151.03,70732300
2023-03-06,153.789,156.39,153.46,153.83,87558000
2023-03-07,153.70,154.0299,151.13,151.60,56182000
2023-03-08,152.81,153.47,151.83,152.87,47204800
2023-03-09,153.559,154.53,151.83,150.59,53833600
2023-03-10,148.56,150.43,147.88,148.50,68572400
2023-03-13,147.80,153.14,147.70,150.47,76404300
2023-03-14,151.19,152.72,150.36,152.59,73695900
2023-03-15,151.19,153.245,149.92,152.99,77167900
2023-03-16,152.16,156.46,151.64,155.85,76254400
2023-03-17,156.08,156.74,154.279,155.00,98944600
2023-03-20,155.07,157.82,154.15,157.40,87382800
2023-03-21,157.32,159.399,156.54,159.28,73641400
2023-03-22,159.30,162.14,157.81,157.83,75701800
2023-03-23,158.83,161.5499,157.68,158.93,67622100
2023-03-24,158.86,160.339,157.85,160.25,59196500
2023-03-27,159.94,160.77,157.87,158.28,52390300
2023-03-28,157.97,158.49,155.98,157.65,45992200
2023-03-29,159.37,161.05,159.35,160.77,51305700
2023-03-30,161.53,162.47,161.27,162.36,49501700
2023-03-31,162.44,165.00,161.91,164.90,68749000
2023-04-03,164.27,166.32,164.18,166.17,56976200
2023-04-04,166.09,167.87,165.555,165.63,47460200
2023-04-05,164.74,165.05,161.8,163.76,51511700
2023-04-06,162.43,164.96,162.11,164.66,45390100
2023-04-10,162.35,162.47,160.01,162.03,47716900
2023-04-11,162.25,163.31,161.38,160.80,47644400
2023-04-12,161.22,162.429,160.52,160.10,47781300
2023-04-13,161.63,165.80,161.42,165.56,68445600
2023-04-14,164.59,166.32,163.33,165.21,49433100
2023-04-17,165.09,165.39,164.03,165.23,41516200
2023-04-18,166.10,167.41,165.65,166.47,49923000
2023-04-19,165.80,168.16,165.50,167.63,47720900
2023-04-20,166.09,167.87,165.56,166.65,52456400
2023-04-21,165.05,166.45,164.49,165.02,68046400
2023-04-24,165.19,167.04,164.08,165.33,45498100
2023-04-25,164.62,166.14,163.51,163.77,49514100
2023-04-26,163.21,164.315,162.80,163.76,52482500
2023-04-27,164.27,165.56,163.59,168.41,78894200
2023-04-28,168.49,170.45,167.90,169.68,68254300
2023-05-01,169.28,170.45,167.54,169.59,52472900
2023-05-02,170.09,170.35,167.54,168.54,48425700
2023-05-03,169.50,170.92,168.64,169.59,65136000
2023-05-04,164.89,167.04,164.31,165.79,81234200
2023-05-05,170.98,174.30,170.76,173.57,113316400
2023-05-08,172.48,173.34,171.45,173.50,53522800
2023-05-09,173.05,173.54,171.29,171.77,45328900
2023-05-10,172.48,173.86,171.74,173.56,53477900
2023-05-11,173.85,175.43,173.27,173.75,49337700
2023-05-12,173.62,174.36,173.04,172.57,43590800
2023-05-15,172.50,173.09,171.22,172.07,45497400
2023-05-16,171.96,172.72,171.36,172.07,46278300
2023-05-17,171.05,173.20,171.00,172.69,60131000
2023-05-18,173.85,175.05,173.27,175.05,53725300
2023-05-19,176.04,176.95,175.45,175.16,57417900
2023-05-22,174.44,176.82,173.86,174.20,45497400
2023-05-23,173.74,175.01,173.27,174.75,46036500
2023-05-24,174.17,175.54,173.85,171.84,53012000
2023-05-25,172.63,173.34,171.17,172.99,46377700
2023-05-26,173.33,175.87,173.12,175.43,53117100
2023-05-30,177.70,179.35,176.76,177.30,68901800
2023-05-31,177.56,180.12,176.93,177.25,90370300
2023-06-01,177.70,180.12,176.93,180.09,68551600
2023-06-02,181.03,181.78,179.26,180.95,53233000
2023-06-05,180.31,184.95,180.13,179.58,79663300
2023-06-06,179.97,180.35,177.32,179.21,48088700
2023-06-07,178.35,182.13,178.33,177.82,52472900
2023-06-08,180.09,180.68,177.25,180.57,49347300
2023-06-09,180.96,181.69,179.21,180.96,46229900
2023-06-12,182.72,183.85,180.41,183.79,53383600
2023-06-13,183.54,184.25,182.17,183.31,42388600
2023-06-14,183.08,184.62,182.66,183.95,42800300
2023-06-15,184.90,186.45,183.23,186.01,96219100
2023-06-16,186.73,186.99,184.27,184.92,141093600
2023-06-20,185.01,187.05,184.94,185.01,49515600
2023-06-21,184.90,185.41,183.21,183.96,48088700
2023-06-22,183.74,187.05,183.67,187.00,51245300
2023-06-23,186.74,188.05,185.45,186.68,53116900
2023-06-26,186.83,188.05,185.23,185.27,48712200
2023-06-27,185.89,188.39,185.67,188.06,46965300
2023-06-28,187.93,189.99,187.60,189.25,51216800
2023-06-29,189.08,190.07,188.94,189.59,45377800
2023-06-30,191.63,194.48,191.26,193.97,85213900
2023-07-03,193.78,193.88,191.755,192.46,31202900
2023-07-05,191.57,192.98,190.62,191.33,40382600
2023-07-06,190.67,194.48,190.12,191.81,52057700
2023-07-07,192.74,193.99,191.32,192.25,44297400
2023-07-10,192.43,194.32,191.77,188.61,59049000
2023-07-11,189.84,192.30,188.90,188.08,51404900
2023-07-12,189.77,191.05,188.13,189.77,44326800
2023-07-13,190.28,191.86,189.78,190.54,41342300
2023-07-14,190.68,191.94,189.42,190.69,46394900
2023-07-17,191.94,193.02,191.03,193.13,44713500
2023-07-18,193.54,194.32,192.26,193.73,40713000
2023-07-19,195.10,198.02,193.83,195.10,60280900
2023-07-20,194.24,196.45,193.22,193.99,67696400
2023-07-21,194.42,195.99,194.03,191.94,46903400
2023-07-24,192.58,192.93,189.77,190.53,44328700
2023-07-25,191.57,192.73,190.89,192.75,41184500
2023-07-26,192.12,196.30,191.90,194.50,55962800
2023-07-27,193.13,196.49,192.65,193.22,48793300
2023-07-28,193.56,196.38,193.25,195.83,48527200
2023-07-31,196.24,196.48,194.12,196.45,59581200
2023-08-01,195.84,196.63,194.77,195.61,52722800
2023-08-02,195.39,198.23,194.86,195.05,57164300
2023-08-03,196.53,197.53,194.33,196.75,79829200
2023-08-04,181.99,185.59,181.80,181.99,158239800
2023-08-07,178.85,179.69,177.05,178.85,100544600
2023-08-08,179.80,180.35,177.79,179.80,67823400
2023-08-09,180.87,182.34,179.27,178.19,58991300
2023-08-10,177.79,179.48,176.38,177.97,54686000
2023-08-11,177.32,179.19,176.05,177.79,48527200
2023-08-14,177.97,179.69,177.31,179.46,43675600
2023-08-15,178.88,179.48,177.05,177.45,45429900
2023-08-16,176.57,178.86,176.39,176.38,46719600
2023-08-17,174.49,176.23,174.33,174.49,48116000
2023-08-18,174.82,176.85,173.83,174.93,51988100
2023-08-21,175.07,176.63,173.15,175.84,46311900
2023-08-22,177.68,177.79,176.05,177.23,40258900
2023-08-23,178.52,181.13,177.79,178.61,51615400
2023-08-24,177.90,178.99,176.39,176.38,54017100
2023-08-25,177.38,178.55,176.65,178.61,51992800
2023-08-28,180.09,180.12,178.33,180.19,43820700
2023-08-29,180.36,182.44,179.69,180.09,51988100
2023-08-30,180.38,181.92,179.05,179.23,48285700
2023-08-31,181.55,182.34,179.05,187.65,65573900
2023-09-01,189.49,189.92,188.28,189.46,45732600
2023-09-05,188.28,189.98,187.61,189.70,45280000
2023-09-06,189.75,190.07,188.00,182.91,52722800
2023-09-07,183.96,184.21,176.00,177.56,81755800
2023-09-08,178.35,180.24,177.73,178.18,58312200
2023-09-11,180.07,180.30,177.34,179.36,58952700
2023-09-12,179.49,180.13,176.15,176.30,70625300
2023-09-13,177.52,179.69,176.53,177.14,77167900
2023-09-14,177.96,178.99,177.30,175.74,66825200
2023-09-15,177.32,177.76,174.82,175.01,93207700
2023-09-18,176.48,177.70,174.91,177.97,61588200
2023-09-19,176.86,177.16,173.58,175.49,90481100
2023-09-20,175.39,176.48,173.98,175.03,64588900
2023-09-21,174.21,176.14,173.15,173.43,98944600
2023-09-22,174.67,177.08,174.05,174.79,86138300
2023-09-25,176.08,176.36,173.35,176.08,51511700
2023-09-26,174.82,175.11,173.21,171.96,62290100
2023-09-27,172.62,173.04,169.94,170.43,66831400
2023-09-28,171.00,174.02,170.53,170.69,56294900
2023-09-29,171.52,174.81,170.88,171.21,50974600
2023-10-02,171.22,174.30,170.88,173.75,52487400
2023-10-03,172.26,173.63,170.82,172.40,52164500
2023-10-04,171.09,174.22,170.27,173.66,65934200
2023-10-05,173.79,174.78,172.05,174.91,48527200
2023-10-06,173.80,177.00,173.18,177.49,67637100
2023-10-09,176.81,179.05,175.27,178.39,51988100
2023-10-10,179.26,180.35,177.90,178.72,57235200
2023-10-11,179.37,181.05,177.09,179.80,53477900
2023-10-12,180.71,182.34,180.31,180.71,53383600
2023-10-13,182.36,182.58,179.33,178.85,57417900
2023-10-16,178.09,178.99,176.15,178.72,55962800
2023-10-17,177.28,177.95,173.48,173.75,67651600
2023-10-18,174.99,175.38,172.11,175.46,60131000
2023-10-19,173.40,176.48,173.10,175.46,52722800
2023-10-20,174.91,175.61,173.85,175.03,53117100
2023-10-23,174.36,175.37,173.35,173.44,41532300
2023-10-24,173.05,173.67,171.45,173.00,43590800
2023-10-25,171.88,173.06,170.65,171.10,63841300
2023-10-26,170.37,171.38,165.67,166.89,79614300
2023-10-27,166.91,168.96,166.83,168.22,67637100
2023-10-30,168.93,171.17,168.49,170.29,58312200
2023-10-31,171.00,171.93,169.12,170.77,58991300
2023-11-01,171.96,173.74,171.45,173.97,56976200
2023-11-02,174.24,176.82,173.35,177.57,79829200
2023-11-03,174.23,176.07,173.85,176.65,67696400
2023-11-06,176.38,177.99,176.21,179.23,52487400
2023-11-07,181.09,182.44,180.13,181.82,70625300
2023-11-08,182.35,183.48,181.59,182.89,53383600
2023-11-09,182.92,184.14,182.13,182.41,45732600
2023-11-10,186.40,187.33,185.19,186.40,70404200
2023-11-13,186.23,187.81,185.19,187.44,60131000
2023-11-14,188.00,189.35,187.04,188.01,49337700
2023-11-15,188.91,189.95,188.19,189.69,43675600
2023-11-16,189.78,190.05,188.10,189.84,46719600
2023-11-17,189.92,190.67,188.90,189.71,47460200
2023-11-20,189.89,191.08,189.00,191.45,43820700
2023-11-21,191.41,191.52,189.74,190.64,38415500
2023-11-22,191.49,192.93,190.83,191.31,39630800
2023-11-24,191.09,192.00,190.89,189.97,24048400
2023-11-27,190.90,190.99,188.97,189.79,34030100
2023-11-28,190.33,191.56,189.23,190.40,45281100
2023-11-29,190.87,192.09,189.88,189.37,43014200
2023-11-30,189.84,190.32,188.19,189.95,45704100
2023-12-01,190.33,191.56,189.23,191.24,41089200
2023-12-04,189.98,194.40,189.23,189.43,66628400
2023-12-05,190.21,194.40,190.18,193.42,66831400
2023-12-06,194.45,194.76,192.11,192.32,44763800
2023-12-07,193.08,195.00,192.52,194.27,48744700
2023-12-08,194.20,195.99,193.67,195.71,53116900
2023-12-11,193.11,193.49,191.42,193.18,60014200
2023-12-12,193.08,194.72,191.72,194.71,52696400
2023-12-13,195.09,198.00,194.85,197.96,70404200
2023-12-14,198.02,199.62,196.16,198.11,66628400
2023-12-15,197.53,198.40,197.00,197.57,128256700
2023-12-18,196.16,196.95,194.82,195.89,55962800
2023-12-19,196.16,196.93,195.89,196.94,40714900
2023-12-20,196.90,197.68,194.83,194.83,52696400
2023-12-21,196.10,197.08,193.50,194.68,46482500
2023-12-22,195.18,195.41,192.97,193.60,37122800
2023-12-26,193.61,193.89,192.83,193.58,28919300
2023-12-27,192.49,193.50,191.09,193.15,48087700
2023-12-28,194.14,194.66,193.17,193.58,34049900
2023-12-29,193.90,194.40,191.73,192.53,42628800
2024-01-02,187.15,188.44,183.89,185.64,82488300
2024-01-03,184.22,185.88,183.43,184.25,58414500
2024-01-04,182.15,182.76,180.17,181.18,66831400
2024-01-05,181.99,182.76,180.88,181.71,56670900
2024-01-08,181.30,185.28,180.93,185.56,71379600
2024-01-09,185.34,186.40,182.99,185.14,58483200
2024-01-10,183.92,186.95,183.42,186.19,66628400
2024-01-11,186.06,189.04,185.83,185.59,65934200
2024-01-12,186.90,187.33,185.00,185.92,54686000
2024-01-16,186.73,187.86,185.19,187.71,52487400
2024-01-17,186.54,188.99,186.30,182.68,68046400
2024-01-18,184.35,186.40,183.92,185.59,66219800
2024-01-19,188.01,189.14,186.76,188.63,60131000
2024-01-22,187.49,188.08,185.19,187.04,52472900
2024-01-23,187.87,188.63,186.30,187.87,48116000
2024-01-24,187.82,188.19,184.62,184.35,56294900
2024-01-25,183.89,186.95,182.38,182.63,69858500
